Created.Date,Agency.Name,Complaint.Type,Descriptor,Location.Type,Incident.Zip,Incident.Address,Borough,Latitude,Longitude,location,complain
7/22/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10453,17 WEST 182 STREET,BRONX,40.85727747,-73.90528027,1,1
10/17/13 18:04,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,11414,84-20 153 AVENUE,QUEENS,40.66637663,-73.84996785,0,1
11/14/13 17:47,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,21 NAGLE AVENUE,MANHATTAN,40.85944457,-73.93057926,3,3
7/31/13 15:47,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10462,1947 RADCLIFF AVENUE,BRONX,40.85061039,-73.85934793,0,1
6/12/13 14:51,Department of Transportation,Traffic Signal Condition,Controller,,,,BRONX,NA,NA,0,3
2/5/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11367,68-01 150 STREET,QUEENS,40.73240815,-73.81974833,1,1
5/1/13 8:41,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11106,34-28 12 STREET,QUEENS,40.76340521,-73.93752371,0,1
4/26/13 16:29,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,88 WOODRUFF AVENUE,BROOKLYN,40.65356257,-73.96302716,3,5
9/11/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11214,8510 BAY PARKWAY,BROOKLYN,40.60241093,-73.99334502,1,2
1/20/13 18:14,Department of Transportation,Street Light Condition,Street Light Out,,11428,92-86 222 STREET,QUEENS,40.72319975,-73.73357761,0,2
11/21/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11210,2806 FARRAGUT ROAD,BROOKLYN,40.63617206,-73.94974532,1,1
1/30/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10029,124 EAST 107 STREET,MANHATTAN,40.79318186,-73.94643062,1,1
12/24/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10014,33 GROVE STREET,MANHATTAN,40.73270009,-74.00468708,1,1
9/29/13 19:15,Department of Transportation,Street Light Condition,Street Light Out,,,1772 4 ST W,BROOKLYN,NA,NA,0,2
4/12/13 23:58,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11239,1370 PENNSYLVANIA AVENUE,BROOKLYN,40.64795791,-73.8818907,2,5
6/18/13 12:36,Department of Buildings,Plumbing,Sprinkler System - Inadequate,,11370,25-02 80 STREET,QUEENS,40.7625805,-73.88854975,0,5
2/9/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,,2840 BAILEY AVENUE,BRONX,NA,NA,1,1
9/2/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11237,30 IRVING AVENUE,BROOKLYN,40.70508272,-73.92505581,1,1
6/16/13 18:20,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11217,126 4 AVENUE,BROOKLYN,40.68050144,-73.9809635,3,5
7/26/13 11:02,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11225,215 STERLING STREET,BROOKLYN,40.66291914,-73.95433165,3,2
6/4/13 8:51,Department of Sanitation,Graffiti,Graffiti,Residential,11221,683 BUSHWICK AVENUE,BROOKLYN,40.69702274,-73.93172209,1,2
9/13/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11226,46 LINDEN BOULEVARD,BROOKLYN,40.65222943,-73.95747794,1,1
12/8/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11226,557 EAST 21 STREET,BROOKLYN,40.64056983,-73.95814476,1,1
8/7/13 6:15,Department of Environmental Protection,Sewer,Manhole Cover Broken/Making Noise (SB),,10036,450 WEST 41 STREET,MANHATTAN,40.75859404,-73.99496096,0,1
11/26/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,2055 CRUGER AVENUE,BRONX,40.85188178,-73.86678427,1,1
10/13/13 0:00,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11208,785 BELMONT AVENUE,BROOKLYN,40.6728272,-73.88074353,1,2
2/25/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10468,2400 DAVIDSON AVENUE,BRONX,40.86164519,-73.90306153,1,1
11/4/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,11374,98-10 64 AVENUE,QUEENS,40.73042782,-73.85801043,1,1
5/12/13 13:27,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11370,32-36 84 STREET,QUEENS,40.75672665,-73.88369752,3,3
2/5/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,,920 PROSPECT PLACE,BROOKLYN,NA,NA,1,1
6/17/13 16:41,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,11419,103-04 LEFFERTS BOULEVARD,QUEENS,40.68764065,-73.82487058,0,2
3/28/13 9:48,Department of Transportation,Street Condition,Pothole,,10306,62 STOBE AVENUE,STATEN ISLAND,40.58548162,-74.10308289,0,3
10/21/13 0:00,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,10456,1250 FRANKLIN AVENUE,BRONX,40.83087135,-73.90284981,1,1
5/15/13 18:35,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11238,,BROOKLYN,40.68786849,-73.96878462,0,1
7/18/13 21:05,Department of Finance,DOF Literature Request,Request for Hearing After Judgment - Parking Ticket,,,,Unspecified,NA,NA,0,4
2/9/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,,1064 FINDLAY AVENUE,BRONX,NA,NA,1,2
5/18/13 9:53,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11102,12-06 30 ROAD,QUEENS,40.77049164,-73.93180923,0,1
3/10/13 18:59,BCC - Brooklyn South,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11234,918 EAST 55 STREET,BROOKLYN,40.63474144,-73.92373687,3,4
11/26/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11225,1026 PRESIDENT STREET,BROOKLYN,40.66867067,-73.95751432,1,1
7/24/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11225,271 HAWTHORNE STREET,BROOKLYN,40.657777,-73.95146625,1,2
12/23/13 22:57,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10007,15 WARREN STREET,MANHATTAN,40.71393678,-74.00747413,2,2
6/11/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,10003,316 2 AVENUE,MANHATTAN,40.73507862,-73.9829325,1,1
1/25/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,1550 STERLING PLACE,BROOKLYN,40.67127134,-73.92733245,1,1
5/9/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10027,25 ST NICHOLAS TERRACE,MANHATTAN,40.81313558,-73.95164197,1,1
7/12/13 0:00,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10464,61 CARROLL STREET,BRONX,40.84543138,-73.78774788,1,2
3/1/13 14:17,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11204,2170 66 STREET,BROOKLYN,40.61364428,-73.98276185,0,2
6/28/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,11212,444 EAST 98 STREET,BROOKLYN,40.65776123,-73.91487313,1,1
8/27/13 12:45,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11419,103-13 111 STREET,QUEENS,40.68574578,-73.83157132,0,2
11/18/13 11:57,P - Brooklyn and Staten Island,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11236,9202 DITMAS AVENUE,BROOKLYN,40.64913032,-73.91312553,3,2
9/16/13 2:10,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1860 BILLINGSLEY TERRACE,BRONX,40.85354567,-73.91729026,3,5
11/5/13 9:12,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11378,60-47 56 ROAD,QUEENS,40.72446544,-73.90534998,3,2
10/21/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10461,2446 LYVERE STREET,BRONX,40.8424772,-73.85227048,1,2
11/13/13 8:09,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11355,153-17 60 AVENUE,QUEENS,40.74042888,-73.81661598,3,4
8/8/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10458,2665 DECATUR AVENUE,BRONX,40.86416635,-73.88948942,1,2
6/18/13 10:06,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11379,64-36 79 STREET,QUEENS,40.71812887,-73.8748545,3,2
7/22/13 11:01,CHALL,Agency Issues,NYC Build it Back - Registrant Assistance,,,,Unspecified,NA,NA,0,5
1/6/13 10:52,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11385,71-60 70 STREET,QUEENS,40.70297101,-73.88143618,3,3
11/12/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,DOORS/FRAME,RESIDENTIAL BUILDING,11203,875 CLARKSON AVENUE,BROOKLYN,40.65674158,-73.92910348,1,1
9/25/13 12:40,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11208,186 HALE AVENUE,BROOKLYN,40.68049535,-73.88001955,0,2
6/21/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10003,48 STUYVESANT STREET,MANHATTAN,40.73000413,-73.98728153,1,1
1/26/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT-PLANT,RESIDENTIAL BUILDING,10467,3340 DECATUR AVENUE,BRONX,40.87751598,-73.87293811,1,1
12/18/13 20:49,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,11379,63-48 83 PLACE,QUEENS,40.72184668,-73.87114608,0,2
5/9/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10016,122 LEXINGTON AVENUE,MANHATTAN,40.74279129,-73.98236395,1,1
10/3/13 16:02,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
9/6/13 23:20,Department of Transportation,Street Condition,Wear & Tear,,10027,158 WEST 125 STREET,MANHATTAN,40.80860496,-73.94747662,0,3
2/9/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,,3675 BROADWAY,MANHATTAN,NA,NA,1,1
4/15/13 0:00,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,230 WEST 111 STREET,MANHATTAN,40.80048138,-73.95594209,1,2
6/8/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10463,699 WEST 239 STREET,BRONX,40.88991393,-73.91496284,1,2
4/8/13 16:24,Department of Transportation,Street Condition,Pothole,,11208,,BROOKLYN,40.68016782,-73.8765734,0,3
8/22/13 8:10,Department of Transportation,Traffic Signal Condition,Controller,,11434,,QUEENS,40.67972008,-73.77346806,0,3
1/17/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11236,1271 EAST 83 STREET,BROOKLYN,40.63095841,-73.90441619,1,1
10/6/13 3:08,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10014,,MANHATTAN,40.73305408,-74.00640824,3,5
4/26/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10304,280 PARKHILL AVENUE,STATEN ISLAND,40.61246541,-74.0831746,1,2
11/27/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,10463,3605 SEDGWICK AVENUE,BRONX,40.88154126,-73.8964834,1,1
10/22/13 15:12,Department of Environmental Protection,Water System,Dirty Water (WE),,10469,1107 MACE AVENUE,BRONX,40.86300073,-73.85551481,0,1
12/25/13 23:50,Department of Transportation,Street Sign - Missing,St Name - Attached to Pole,Street,11362,247-30 NORTHERN BOULEVARD,QUEENS,40.76679715,-73.73939956,3,5
7/9/13 9:36,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,11354,39-15 JANET PLACE,QUEENS,40.75863834,-73.83529263,0,2
10/3/13 22:15,Department of Environmental Protection,Water System,Dirty Water (WE),,10017,220 EAST 49 STREET,MANHATTAN,40.75490969,-73.97056875,0,1
12/18/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10457,2078 ARTHUR AVENUE,BRONX,40.84889159,-73.8918787,1,2
8/24/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10470,4769 WHITE PLAINS ROAD,BRONX,40.90523938,-73.84953354,1,1
1/18/13 11:12,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11414,,QUEENS,40.66438355,-73.85179983,0,1
9/27/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,GAS,RESIDENTIAL BUILDING,10035,2305 2 AVENUE,MANHATTAN,40.7985017,-73.93669257,1,2
10/29/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10065,800 5 AVENUE,MANHATTAN,40.76560906,-73.97202246,1,2
8/15/13 21:05,BCC - Manhattan,Sanitation Condition,12 Dead Animals,Sidewalk,10040,,MANHATTAN,40.85710899,-73.9356029,3,2
6/6/13 0:00,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,10458,2526 VALENTINE AVENUE,BRONX,40.86299705,-73.89531199,1,1
8/9/13 15:52,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222,184 NORMAN AVENUE,BROOKLYN,40.72702277,-73.94690954,3,3
10/3/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11432,88-40 173 STREET,QUEENS,40.71038848,-73.78841956,1,1
12/12/13 15:41,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,392 AVENUE T,BROOKLYN,40.59955554,-73.97068044,3,3
11/4/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11413,216-25 136 ROAD,QUEENS,40.6770654,-73.75450278,1,1
1/22/13 16:58,Department of Transportation,Broken Muni Meter,No Receipt,Street,10465,3440 EAST TREMONT AVENUE,BRONX,40.83244146,-73.82775979,3,3
12/10/13 0:00,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10012,144 SULLIVAN STREET,MANHATTAN,40.7270295,-74.00191941,1,1
12/10/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,430 SCHENECTADY AVENUE,BROOKLYN,40.66369725,-73.93439468,1,1
11/6/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10471,363 WEST 261 STREET,BRONX,40.90962813,-73.90019496,1,2
3/12/13 11:23,BCC - Bronx,Other Enforcement,E10 Obstruction (Street/Sidewalk),Sidewalk,10458,538 EAST FORDHAM ROAD,BRONX,40.85941016,-73.8870499,3,5
7/23/13 14:45,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10027,1288 AMSTERDAM AVENUE,MANHATTAN,40.81157617,-73.95759288,3,3
10/14/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,11221,95 HIMROD STREET,BROOKLYN,40.69608181,-73.92380735,1,2
3/1/13 17:02,Department of Consumer Affairs,Consumer Complaint,Non-Delivery Goods/Services,,11229,3688 NOSTRAND AVENUE,BROOKLYN,40.59407084,-73.94067075,0,2
8/27/13 20:49,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1765 71 STREET,BROOKLYN,40.61625848,-73.99456829,3,3
12/19/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11219,1322 44 STREET,BROOKLYN,40.63740939,-73.98853503,1,1
11/13/13 0:00,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,11691,422 BEACH 36 STREET,QUEENS,40.59692789,-73.76886973,3,2
11/6/13 10:27,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10034,,MANHATTAN,40.86888602,-73.91759297,0,1
3/5/13 16:25,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11363,240-17 42 AVENUE,QUEENS,40.7687014,-73.74650779,0,1
12/26/13 13:02,Department of Transportation,Street Light Condition,Street Light Out,,,,MANHATTAN,NA,NA,0,2
6/17/13 10:44,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,619 LINDEN BOULEVARD,BROOKLYN,40.65349564,-73.93569853,3,3
8/14/13 0:00,Department of Housing Preservation and Development,NONCONST,SMOKE-DETECTOR,RESIDENTIAL BUILDING,10014,179 WAVERLY PLACE,MANHATTAN,40.73423998,-74.00130981,1,4
6/2/13 9:43,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10471,5143 POST ROAD,BRONX,40.89638884,-73.89823989,3,3
10/6/13 0:00,Department of Housing Preservation and Development,PLUMBING,SHOWER-STALL,RESIDENTIAL BUILDING,11203,586 LINDEN BOULEVARD,BROOKLYN,40.65339756,-73.93702487,1,1
2/18/13 2:40,Department of Consumer Affairs,Consumer Complaint,Debt Not Owed,,99999,999 UNKNOWN STREET,Unspecified,NA,NA,0,2
3/22/13 15:32,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11217,213 BUTLER STREET,BROOKLYN,40.68225896,-73.98722574,3,2
1/23/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOW GUARDS,RESIDENTIAL BUILDING,10009,647 EAST 14 STREET,MANHATTAN,40.72858603,-73.97596351,1,2
10/15/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11212,459 ROCKAWAY PARKWAY,BROOKLYN,40.65702338,-73.91554444,1,4
6/11/13 18:39,Department of Transportation,Traffic Signal Condition,Base Door,,11368,,QUEENS,40.74726837,-73.85698205,0,3
12/12/13 13:47,Department of Transportation,Street Sign - Missing,St Name - Attached to Pole,Street,11358,,QUEENS,40.76042989,-73.80491591,3,5
8/5/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,10475,100 BELLAMY LOOP SOUTH,BRONX,40.87260985,-73.82565619,1,2
9/18/13 0:00,Department of Housing Preservation and Development,NONCONST,CARBON MONOXIDE,RESIDENTIAL BUILDING,11225,611 ROGERS AVENUE,BROOKLYN,40.6567127,-73.9531069,1,4
1/19/13 17:29,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10003,15 EAST 19 STREET,MANHATTAN,40.73867786,-73.99037962,3,3
8/16/13 21:43,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11436,127-10 140 STREET,QUEENS,40.67264096,-73.79994548,3,3
8/6/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10451,320 EAST 160 STREET,BRONX,40.82421495,-73.91624999,1,4
11/29/13 0:00,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,11367,69-67 PARK DRIVE EAST,QUEENS,40.72745764,-73.83130715,1,1
5/31/13 1:28,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10035,,MANHATTAN,40.80629635,-73.93601689,3,5
11/5/13 19:01,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,1720 SHORE BOULEVARD,BROOKLYN,40.58085308,-73.93777368,3,3
8/9/13 12:48,Department of Environmental Protection,Water System,Other Water Problem (Use Comments) (WZZ),,10456,,BRONX,40.83599147,-73.91481855,0,1
2/11/13 0:00,Department of Housing Preservation and Development,NONCONST,RUBBISH,RESIDENTIAL BUILDING,10459,1017 FAILE STREET,BRONX,40.82381095,-73.88954922,1,4
6/26/13 15:16,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,,MANHATTAN,40.7746797,-73.98220025,3,3
12/6/13 18:22,Department of Finance,DOF Literature Request,SCRIE Renewal Application - Rent-Stabilized Apartments,,,,Unspecified,NA,NA,0,4
1/19/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11101,24-16 38 AVENUE,QUEENS,40.75609533,-73.93637914,1,1
12/30/13 7:00,Department of Transportation,Street Condition,Wear & Tear,,10314,,STATEN ISLAND,40.60071397,-74.19507476,0,3
12/26/13 22:49,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10005,,MANHATTAN,40.70769498,-74.01020022,2,5
4/13/13 17:48,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,10308,146 CORBIN AVENUE,STATEN ISLAND,40.55928082,-74.1452175,0,5
1/1/13 0:00,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,10025,50 MANHATTAN AVENUE,MANHATTAN,40.79609789,-73.96333083,1,1
7/7/13 11:59,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10030,237 WEST 139 STREET,MANHATTAN,40.81852796,-73.94342959,3,3
3/3/13 12:52,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10011,124 WEST 20 STREET,MANHATTAN,40.74140644,-73.99508135,3,2
3/13/13 0:00,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11207,604 GEORGIA AVENUE,BROOKLYN,40.66179086,-73.89527453,1,1
7/16/13 19:36,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11423,86-64 PALO ALTO ST,QUEENS,40.71913662,-73.77286512,0,1
5/7/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11226,1 ST PAULS COURT,BROOKLYN,40.65074897,-73.96242689,1,1
7/27/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,11385,61-43 WOODBINE STREET,QUEENS,40.70784993,-73.89724367,1,2
6/27/13 12:40,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10456,1064 CARROLL PLACE,BRONX,40.83112003,-73.9192261,0,5
7/15/13 12:38,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,11354,130-30 28 AVENUE,QUEENS,40.77282823,-73.8388571,0,2
2/13/13 20:05,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,Unspecified,NA,NA,0,4
10/29/13 0:00,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10456,1102 WASHINGTON AVENUE,BRONX,40.8285237,-73.90843235,1,1
10/6/13 16:44,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11229,12 GOTHAM AVENUE,BROOKLYN,40.58938363,-73.92787522,3,3
4/3/13 8:36,BCC - Staten Island,Missed Collection (All Materials),1RB Missed Recycling - M/G/Pl,Sidewalk,10301,85 ARNOLD STREET,STATEN ISLAND,40.63847992,-74.09123119,3,4
6/15/13 15:53,Department of Transportation,Traffic Signal Condition,Controller,,11216,,BROOKLYN,40.66986734,-73.95050218,0,3
2/10/13 0:00,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,,2011 OCEAN AVENUE,BROOKLYN,NA,NA,1,1
1/3/13 10:48,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11379,64-90 83 PLACE,QUEENS,40.71921207,-73.86903358,0,1
10/28/13 13:48,Department of Transportation,Traffic Signal Condition,Controller,,11106,,QUEENS,40.75737974,-73.92690282,0,3
2/18/13 14:41,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11206,79 MAUJER STREET,BROOKLYN,40.71052173,-73.9479074,3,2
2/3/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11210,1415 NEW YORK AVENUE,BROOKLYN,40.63817647,-73.94529757,1,1
5/21/13 11:18,Department of Transportation,Street Light Condition,Lamppost Leaning,,,434 120 ST W,MANHATTAN,NA,NA,0,2
7/18/13 8:34,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11215,253 8 STREET,BROOKLYN,40.67028346,-73.98679906,3,2
9/22/13 10:19,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11694,320 BEACH 98 STREET,QUEENS,40.58580737,-73.82034924,0,1
5/17/13 13:25,OPS,Agency Issues,Rapid Repairs,,,,Unspecified,NA,NA,0,5
5/29/13 17:13,Taxi and Limousine Commission,Taxi Complaint,Insurance Information Requested,Street,10021,,MANHATTAN,40.7691116,-73.96316157,3,3
3/16/13 13:08,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10024,234 BROADWAY,MANHATTAN,40.78798247,-73.97678348,0,1
7/23/13 14:00,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11423,196-18 MCLAUGHLIN AVENUE,QUEENS,40.72399616,-73.77075244,3,2
1/26/13 9:56,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,11222,140 GREENPOINT AVENUE,BROOKLYN,40.73009222,-73.95528505,3,3
4/8/13 11:30,Department of Transportation,Street Light Condition,Lamppost Leaning,,11362,240-29 51 AVENUE,QUEENS,40.76020095,-73.7428149,0,2
1/21/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,11226,1901 DORCHESTER ROAD,BROOKLYN,40.64102899,-73.96033886,1,2
7/15/13 0:00,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10024,212 WEST 82 STREET,MANHATTAN,40.78533119,-73.97747412,1,1
4/14/13 0:00,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,11434,140-11 169 STREET,QUEENS,40.67062164,-73.77095753,1,2
11/3/13 21:51,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,2298 LORING PLACE NORTH,BRONX,40.86164408,-73.9084229,3,3
8/21/13 0:00,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11201,145 HENRY STREET,BROOKLYN,40.69639779,-73.99351956,1,1
12/9/13 0:00,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11208,414 MILFORD STREET,BROOKLYN,40.6686221,-73.87547368,1,4
